name,id,price,sizes,category,availability
NY 90 Schuh,JI1897,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 8}, {""size"": ""36"", ""availability"": 5}, {""size"": ""36 2/3"", ""availability"": 7}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 14}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 14}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 14}, {""size"": ""49 1/3"", ""availability"": 5}]"
Gazelle Indoor Schuh,JR1206,130,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 9}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 7}, {""size"": ""49 1/3"", ""availability"": 12}]"
Gazelle Schuh,CQ2809,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 4}, {""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Samba OG Schuh,JI2044,120,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 10}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 1}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Gazelle Schuh,BB5476,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 15}]"
Gazelle Schuh,JI2077,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 6}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 4}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 15}]"
Handball Spezial Schuh,JH7557,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 15}]"
Lite Racer 4.0 Schuh,IE6134,55,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 1}, {""size"": ""40 2/3"", ""availability"": 7}, {""size"": ""41 1/3"", ""availability"": 12}, {""size"": ""42"", ""availability"": 10}, {""size"": ""42 2/3"", ""availability"": 14}, {""size"": ""43 1/3"", ""availability"": 2}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 5}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 5}, {""size"": ""46 2/3"", ""availability"": 12}, {""size"": ""47 1/3"", ""availability"": 2}, {""size"": ""48"", ""availability"": 7}, {""size"": ""49 1/3"", ""availability"": 0}]"
Zponge Schuh,IH0977,130,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 5}, {""size"": ""38"", ""availability"": 6}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 12}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 4}, {""size"": ""47 1/3"", ""availability"": 6}, {""size"": ""48"", ""availability"": 7}, {""size"": ""48 2/3"", ""availability"": 1}, {""size"": ""49 1/3"", ""availability"": 0}]"
Forum Low CL Schuh,JI3268,120,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 5}, {""size"": ""36 2/3"", ""availability"": 8}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 3}, {""size"": ""48 2/3"", ""availability"": 4}, {""size"": ""49 1/3"", ""availability"": 5}, {""size"": ""50 2/3"", ""availability"": 0}, {""size"": ""51 1/3"", ""availability"": 0}, {""size"": ""52 2/3"", ""availability"": 0}, {""size"": ""53 1/3"", ""availability"": 0}, {""size"": ""54 2/3"", ""availability"": 0}]"
SL 72 OG Schuh,JS0255,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Run 60s 3.0 Schuh,IE3825,60,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""39 1/3"", ""availability"": 10}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 10}, {""size"": ""48"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 0}]"
Handball Spezial Schuh,JI1406,110,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 14}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}]"
Samba OG Schuh,ID1448,120,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 14}, {""size"": ""36 2/3"", ""availability"": 13}, {""size"": ""37 1/3"", ""availability"": 14}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 0}, {""size"": ""42"", ""availability"": 0}, {""size"": ""42 2/3"", ""availability"": 0}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
Crazychaos 2000 Schuh,JH6848,80,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 8}, {""size"": ""40 2/3"", ""availability"": 6}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 13}, {""size"": ""47 1/3"", ""availability"": 8}, {""size"": ""48"", ""availability"": 1}, {""size"": ""49 1/3"", ""availability"": 0}]"
Courtblock Schuh,IF6449,60,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 1}, {""size"": ""38"", ""availability"": 5}, {""size"": ""38 2/3"", ""availability"": 7}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""49 1/3"", ""availability"": 15}]"
Courtblock Schuh,IF4031,60,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 2}, {""size"": ""37 1/3"", ""availability"": 4}, {""size"": ""38"", ""availability"": 3}, {""size"": ""38 2/3"", ""availability"": 0}, {""size"": ""39 1/3"", ""availability"": 5}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 9}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 11}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 3}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 7}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 1}, {""size"": ""49 1/3"", ""availability"": 4}]"
Gazelle Schuh,JP5861,110,"['36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 10}, {""size"": ""47 1/3"", ""availability"": 14}, {""size"": ""48"", ""availability"": 14}, {""size"": ""48 2/3"", ""availability"": 5}, {""size"": ""49 1/3"", ""availability"": 7}]"
Rivalry Lux Low Schuh,ID3950,120,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3', '50 2/3', '51 1/3', '52 2/3', '53 1/3', '54 2/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 1}, {""size"": ""36"", ""availability"": 3}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 15}, {""size"": ""48"", ""availability"": 15}, {""size"": ""48 2/3"", ""availability"": 6}, {""size"": ""49 1/3"", ""availability"": 2}, {""size"": ""50 2/3"", ""availability"": 2}, {""size"": ""51 1/3"", ""availability"": 0}, {""size"": ""52 2/3"", ""availability"": 0}, {""size"": ""53 1/3"", ""availability"": 0}, {""size"": ""54 2/3"", ""availability"": 0}]"
Lite Racer 4.0 Schuh,IE6133,55,"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '49 1/3']",manner-sneakers,"[{""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}, {""size"": ""40 2/3"", ""availability"": 0}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 15}, {""size"": ""45 1/3"", ""availability"": 15}, {""size"": ""46"", ""availability"": 15}, {""size"": ""46 2/3"", ""availability"": 15}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 4}, {""size"": ""49 1/3"", ""availability"": 0}]"
SL 72 OG Schuh,JH7392,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 15}, {""size"": ""44"", ""availability"": 15}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
SL 72 OG Schuh,JI0188,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3', '47 1/3', '48', '48 2/3', '49 1/3']",manner-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}, {""size"": ""40 2/3"", ""availability"": 15}, {""size"": ""41 1/3"", ""availability"": 15}, {""size"": ""42"", ""availability"": 15}, {""size"": ""42 2/3"", ""availability"": 15}, {""size"": ""43 1/3"", ""availability"": 0}, {""size"": ""44"", ""availability"": 0}, {""size"": ""44 2/3"", ""availability"": 0}, {""size"": ""45 1/3"", ""availability"": 0}, {""size"": ""46"", ""availability"": 0}, {""size"": ""46 2/3"", ""availability"": 0}, {""size"": ""47 1/3"", ""availability"": 0}, {""size"": ""48"", ""availability"": 0}, {""size"": ""48 2/3"", ""availability"": 0}, {""size"": ""49 1/3"", ""availability"": 0}]"
