name,id,price,sizes,category,availability
Handball Spezial Kids Schuh,IH8011,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 0}, {""size"": ""38"", ""availability"": 0}, {""size"": ""38 2/3"", ""availability"": 0}]"
Tensaur Hook and Loop Schuh,IF1726,40,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35', '35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 10}, {""size"": ""28 1/2"", ""availability"": 8}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 0}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 7}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}, {""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
adidas Disney Stan Smith Comfort Closure Kids Schuh,JH7439,65,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 0}, {""size"": ""28 1/2"", ""availability"": 4}, {""size"": ""29"", ""availability"": 10}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 10}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
Runfalcon 5 Kids Schuh,IE8589,45,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
adidas x Disney Minnie Maus Grand Court 2.0 Kids Schuh,IH6309,38,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 3}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Campus 00s Schuh,IH7492,90,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}]"
Rapid Court Low Schuh,JR0166,40,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 10}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 11}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 11}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}]"
Runfalcon 5 Kids Schuh,JP5151,40,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 5}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 12}, {""size"": ""31 1/2"", ""availability"": 8}, {""size"": ""32"", ""availability"": 1}, {""size"": ""33"", ""availability"": 5}, {""size"": ""33 1/2"", ""availability"": 1}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 0}]"
Samba XLG Kids Schuh,JQ9886,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}]"
Racer TR23 Kids Schuh,IF0148,60,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35', '35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 10}, {""size"": ""28 1/2"", ""availability"": 0}, {""size"": ""29"", ""availability"": 8}, {""size"": ""30"", ""availability"": 1}, {""size"": ""30 1/2"", ""availability"": 0}, {""size"": ""31"", ""availability"": 1}, {""size"": ""31 1/2"", ""availability"": 1}, {""size"": ""32"", ""availability"": 1}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 1}, {""size"": ""34"", ""availability"": 0}, {""size"": ""35"", ""availability"": 15}, {""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 1}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 6}, {""size"": ""38 2/3"", ""availability"": 1}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Gazelle Comfort Closure Elastic Lace Kids Schuh,JQ7837,65,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 15}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 6}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
adidas x Disney Micky Maus VL Court Schuh,JH6077,50,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 6}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 14}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 12}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 6}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 11}]"
Runfalcon 5 Kids Schuh,IE8586,45,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Gazelle Bold Kids Schuh,JQ7405,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 4}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Superstar Winter Trek Kids Schuh,ID1018,100,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Campus 00s Schuh,JI0284,90,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Samba OG Kids Schuh,JP5488,65,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 2}, {""size"": ""20"", ""availability"": 10}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 5}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 1}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 0}, {""size"": ""27"", ""availability"": 15}]"
Gazelle Bold Kids Schuh,JH5539,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 0}]"
Runfalcon 5 Kids Schuh,JP5154,35,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 0}, {""size"": ""20"", ""availability"": 0}, {""size"": ""21"", ""availability"": 6}, {""size"": ""22"", ""availability"": 9}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Campus 00s Schuh,JH6333,90,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 13}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}]"
Grand Court 00s Kids Schuh,JH6180,45,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 0}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 8}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
SL 72 RS Kids Schuh,JI3088,70,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}]"
Runfalcon 5 Kids Schuh,JP5139,45,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
adidas x Marvel Spider-Man Runfalcon 3.0 Schuh,IH8743,45,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 0}, {""size"": ""28 1/2"", ""availability"": 0}, {""size"": ""29"", ""availability"": 0}, {""size"": ""30"", ""availability"": 0}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 0}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 10}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
VL Court 3.0 Kids Schuh,ID9157,40,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 0}, {""size"": ""20"", ""availability"": 0}, {""size"": ""21"", ""availability"": 0}, {""size"": ""22"", ""availability"": 13}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 0}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Racer TR23 Kids Schuh,ID0334,60,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35', '35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 1}, {""size"": ""28 1/2"", ""availability"": 3}, {""size"": ""29"", ""availability"": 3}, {""size"": ""30"", ""availability"": 7}, {""size"": ""30 1/2"", ""availability"": 10}, {""size"": ""31"", ""availability"": 2}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 4}, {""size"": ""33"", ""availability"": 3}, {""size"": ""33 1/2"", ""availability"": 2}, {""size"": ""34"", ""availability"": 7}, {""size"": ""35"", ""availability"": 2}, {""size"": ""35 1/2"", ""availability"": 6}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 6}, {""size"": ""38"", ""availability"": 8}, {""size"": ""38 2/3"", ""availability"": 9}, {""size"": ""39 1/3"", ""availability"": 9}, {""size"": ""40"", ""availability"": 11}]"
Runfalcon 5 Kids Schuh,JP5145,45,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Grand Court Lifestyle Hook and Loop Schuh,GW6523,33,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 15}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Tensaur Run 2.0 Kids Schuh,IE3549,40,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Gazelle Bold Kids Schuh,JI3383,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 2}, {""size"": ""36"", ""availability"": 2}, {""size"": ""36 2/3"", ""availability"": 2}, {""size"": ""37 1/3"", ""availability"": 4}, {""size"": ""38"", ""availability"": 2}, {""size"": ""38 2/3"", ""availability"": 1}]"
Gazelle Comfort Closure Elastic Lace Kids Schuh,JQ7835,65,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 15}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
VL Court 3.0 Kids Schuh,ID9156,40,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 10}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 13}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Grand Court 2.0 Kids Schuh,HP8914,38,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35', '35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 13}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}, {""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
Runfalcon 5 Kids Schuh,IE8598,35,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 15}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Run 70s 2.0 Kids Schuh,JI2266,55,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 0}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 1}, {""size"": ""38"", ""availability"": 9}, {""size"": ""38 2/3"", ""availability"": 2}, {""size"": ""39 1/3"", ""availability"": 5}, {""size"": ""40"", ""availability"": 5}]"
Rapid Court Low Schuh,JR0164,40,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 12}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 7}, {""size"": ""40"", ""availability"": 0}]"
Gazelle Bold Kids Schuh,JI3384,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 0}, {""size"": ""36"", ""availability"": 1}, {""size"": ""36 2/3"", ""availability"": 0}, {""size"": ""37 1/3"", ""availability"": 2}, {""size"": ""38"", ""availability"": 2}, {""size"": ""38 2/3"", ""availability"": 0}]"
Campus 00s Comfort Closure Elastic Laces Kids Schuh,JI4394,65,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 1}, {""size"": ""20"", ""availability"": 2}, {""size"": ""21"", ""availability"": 0}, {""size"": ""22"", ""availability"": 1}, {""size"": ""23"", ""availability"": 1}, {""size"": ""23 1/2"", ""availability"": 2}, {""size"": ""24"", ""availability"": 0}, {""size"": ""25"", ""availability"": 3}, {""size"": ""25 1/2"", ""availability"": 5}, {""size"": ""26"", ""availability"": 1}, {""size"": ""26 1/2"", ""availability"": 2}, {""size"": ""27"", ""availability"": 15}]"
Samba OG Kids Schuh,JI4470,80,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 5}, {""size"": ""36"", ""availability"": 13}, {""size"": ""36 2/3"", ""availability"": 4}, {""size"": ""37 1/3"", ""availability"": 1}, {""size"": ""38"", ""availability"": 5}, {""size"": ""38 2/3"", ""availability"": 5}, {""size"": ""39 1/3"", ""availability"": 0}, {""size"": ""40"", ""availability"": 4}]"
Campus 00s Comfort Closure Elastic Lace Kids Schuh,JI4335,65,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 2}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Campus 00s Schuh,JP5510,70,"['28', '28 1/2', '29', '30', '30 1/2', '31', '31 1/2', '32', '33', '33 1/2', '34', '35']",jungen-sneakers,"[{""size"": ""28"", ""availability"": 15}, {""size"": ""28 1/2"", ""availability"": 15}, {""size"": ""29"", ""availability"": 15}, {""size"": ""30"", ""availability"": 15}, {""size"": ""30 1/2"", ""availability"": 15}, {""size"": ""31"", ""availability"": 15}, {""size"": ""31 1/2"", ""availability"": 15}, {""size"": ""32"", ""availability"": 15}, {""size"": ""33"", ""availability"": 15}, {""size"": ""33 1/2"", ""availability"": 15}, {""size"": ""34"", ""availability"": 15}, {""size"": ""35"", ""availability"": 15}]"
Handball Spezial Comfort Closure Elastic Lace Kids Schuh,JI2900,60,"['19', '20', '21', '22', '23', '23 1/2', '24', '25', '25 1/2', '26', '26 1/2', '27']",jungen-sneakers,"[{""size"": ""19"", ""availability"": 12}, {""size"": ""20"", ""availability"": 15}, {""size"": ""21"", ""availability"": 15}, {""size"": ""22"", ""availability"": 15}, {""size"": ""23"", ""availability"": 15}, {""size"": ""23 1/2"", ""availability"": 15}, {""size"": ""24"", ""availability"": 15}, {""size"": ""25"", ""availability"": 15}, {""size"": ""25 1/2"", ""availability"": 15}, {""size"": ""26"", ""availability"": 15}, {""size"": ""26 1/2"", ""availability"": 15}, {""size"": ""27"", ""availability"": 15}]"
Advantage Base 2.0 Kids Schuh,ID3888,45,"['35 1/2', '36', '36 2/3', '37 1/3', '38', '38 2/3', '39 1/3', '40']",jungen-sneakers,"[{""size"": ""35 1/2"", ""availability"": 15}, {""size"": ""36"", ""availability"": 15}, {""size"": ""36 2/3"", ""availability"": 15}, {""size"": ""37 1/3"", ""availability"": 15}, {""size"": ""38"", ""availability"": 15}, {""size"": ""38 2/3"", ""availability"": 15}, {""size"": ""39 1/3"", ""availability"": 15}, {""size"": ""40"", ""availability"": 15}]"
